Name,Human_Score,Mouse_Score
ENPP5,0.123573562,1.47E-07
ENPP6,1,1
ENSA,0.00029404,6.78E-10
ENTHD1,0.894910049,1
ENTPD1,1,1
ENTPD2,0.354390253,0.057168494
ENTPD3,0.002069257,1.61E-06
ENTPD4,0.003246205,1
ENTPD5,0.160885483,1.77E-05
ENTPD6,7.58E-06,0.000124596
ENTPD7,1,0.020807464
ENY2,0.03572627,5.39E-06
EOGT,0.025121679,0.002762306
EOMES,1,1
EP300,0.006245886,0.011272662
EP400,0.05123677,0.001726936
EPAS1,1,0.001928136
EPB41,0.000941235,1
EPB41L1,9.93E-10,1
EPB41L2,0.038019756,1
EPB41L3,7.51E-09,1
EPB41L4A,0.005474859,1
EPB41L4B,0.115775065,1
EPB41L5,0.011430054,1
EPC1,0.00078731,0.002897974
EPC2,0.008734345,0.002409247
EPCAM,0.060375035,1
EPDR1,6.06E-10,5.36E-13
EPG5,0.04207834,0.182276515
EPHA10,0.092493374,0.097684491
EPHA2,1,1
EPHA3,0.008920817,1
EPHA4,1,0.348292806
EPHA5,6.96E-05,0.002240811
EPHA6,0.031047018,1
EPHA7,0.687399319,0.004056778
EPHA8,1,1
EPHB1,0.007197388,1
EPHB2,0.288750105,1
EPHB3,1,1
EPHB4,1,1
EPHB6,0.01246715,0.000442235
EPHX1,3.72E-06,4.30E-06
EPHX2,0.025932167,1
EPHX3,1,1
EPHX4,0.004632167,4.74E-05
EPM2A,0.296663835,0.153997205
EPM2AIP1,0.004505454,1.81E-05
EPN1,0.012063196,0.001196528
EPN2,6.78E-05,2.27E-06
EPN3,1,0.002665537
EPOR,1,1
EPS15,7.28E-07,2.07E-09
EPS15L1,0.000214429,5.04E-05
EPS8,0.207985969,1
EPS8L1,0.715693253,1
EPS8L2,0.611195186,1
EPSTI1,1,1
EPX,1,1
EPYC,1,1
EQTN,1,1
ERAL1,0.028510094,6.30E-06
ERAP1,0.419468538,0.003820685
ERAS,1,1
ERBB2,0.551731333,1
ERBB3,1,1
ERBB4,0.009459513,1
ERBIN,0.000599869,1
ERC1,9.76E-05,0.000257823
ERC2,8.68E-09,2.31E-05
ERCC1,0.03772441,0.000489052
ERCC2,0.019974533,0.0240261
ERCC3,0.024563129,2.47E-06
ERCC4,0.352281141,0.000531746
ERCC5,0.205480067,0.000100454
ERCC6,0.378264793,0.055801538
ERCC6L,1,1
ERCC8,0.342914582,0.003263602
ERG,0.370171651,1
ERGIC1,0.009172709,4.34E-06
ERGIC2,0.009641055,1.42E-06
ERGIC3,0.022028671,1.02E-09
ERH,0.002432192,0.500287401
ERI1,0.039774871,0.005757352
ERI2,0.155000264,0.053538774
ERI3,5.28E-07,7.72E-09
ERICH1,0.000600453,2.44E-05
ERICH2,1,1
ERICH3,0.07240401,1
ERICH4,1,1
ERICH5,0.890129492,1
ERICH6,0.636138423,1
ERLEC1,0.243995985,1.35E-05
ERLIN1,0.064951139,6.94E-05
ERLIN2,0.188211622,5.81E-05
ERMAP,0.039871112,1
ERMARD,0.18027889,0.673871673
ERMP1,0.212219051,2.77E-05
ERN1,0.481137914,1
ERN2,1,1
ERO1A,0.001531449,1
ERO1B,0.250697313,1
ERP29,2.05E-06,3.77E-06
ERP44,0.046033729,3.11E-06
ERRFI1,0.045860249,8.29E-05
ERVFRD-1,1,1
ESAM,1,0.00670247
ESCO1,0.019029734,0.000138162
ESCO2,1,1
ESD,0.550438135,2.23E-07
ESF1,0.000354045,4.03E-06
ESM1,1,1
ESPL1,1,1
ESPN,1,1
ESR1,0.933434598,0.052420041
ESR2,0.115915658,1
ESRRA,0.00975383,0.085813687
ESRRB,1,1
ESRRG,0.020655545,0.040960976
ESYT1,0.000161662,8.89E-08
ESYT2,3.50E-06,6.74E-05
ESYT3,1,0.078672116
ETAA1,1,0.003848347
ETF1,0.010740614,3.56E-06
ETFA,0.000411755,6.81E-10
ETFB,0.000382394,2.00E-07
ETFBKMT,0.336710229,1
ETFDH,0.198259438,0.000493569
ETHE1,0.012299898,5.67E-06
ETNK1,0.003758271,6.33E-08
ETNK2,1,1
ETNPPL,1,1
ETS1,0.019481448,0.026359589
ETS2,0.109862478,0.002140543
ETV1,0.048747833,2.82E-05
ETV3,0.324803116,0.004604865
ETV3L,1,1
ETV4,0.22186559,1
ETV5,0.000458605,1.01E-07
ETV6,0.014018138,0.001764784
EVA1A,1,1
EVA1B,0.069567223,1
EVA1C,0.000315331,0.003297934
EVC,0.348861439,1
EVC2,0.591415817,1
EVI2B,1,1
EVI5,8.51E-05,1.67E-06
EVI5L,0.024205016,0.000155258
EVL,0.003715402,0.000122918
EVPL,1,1
EVX2,1,1
EWSR1,0.000711507,1.58E-06
EXD1,0.920033416,1
EXD2,0.627150044,0.000127439
EXO1,1,1
EXO5,1,0.00222354
EXOC1,4.82E-05,3.39E-05
EXOC2,0.000275602,1.44E-06
EXOC3,0.008821687,2.16E-07
EXOC3L1,0.482675176,1
EXOC3L4,1,1
EXOC4,2.35E-06,1.77E-05
EXOC5,0.003215351,7.58E-05
EXOC6,0.000322917,0.000814467
EXOC6B,9.81E-06,2.24E-05
EXOC7,0.001633553,2.69E-06
EXOC8,0.196651543,0.000272251
EXOG,0.044555289,0.000257823
EXOSC1,0.102965599,0.000104189
EXOSC10,0.021993439,9.67E-05
EXOSC2,0.554490271,2.22E-05
EXOSC4,0.004765806,3.18E-06
EXOSC5,1,0.000649574
EXOSC7,0.976688223,0.00039298
EXOSC8,1,0.000939768
EXOSC9,0.943076881,0.000135863
EXPH5,1,1
EXT1,0.001083641,0.007717599
EXT2,0.009712105,4.28E-05
EXTL1,0.075211699,1
EXTL2,0.002291438,1.61E-07
EXTL3,5.01E-05,0.000361017
EYA1,1,1
EYA2,0.036759698,1
EYA3,0.00030556,0.000204971
EYA4,1,1
EZH1,0.000229981,1.10E-06
EZH2,1,0.053857101
EZR,4.25E-09,4.64E-06
F10,0.463330966,1
F11R,1,0.014763653
F13A1,0.79291091,1
F2,1,1
F2R,1,0.000516875
F2RL1,1,1
F2RL2,1,1.76E-11
F2RL3,1,0.037409927
F3,1,0.073935609
F5,1,1
F7,1,1
F8,0.054853222,1
F8A3,1,0.000544304
F9,1,1
FA2H,1,1
FAAH,0.008005418,0.001220447
FAAP100,0.018446319,1
FAAP20,0.001107737,1
FAAP24,1,1
FABP3,1.25E-09,4.53E-09
FABP4,1,1
FABP5,0.000675662,7.71E-08
FABP6,0.004224939,1
FABP7,0.408262135,2.17E-07
FADD,0.60906886,0.079704251
FADS1,0.043302057,4.06E-07
FADS2,0.001404815,0.00291474
FADS3,0.000222474,1.78E-06
FADS6,0.038019756,0.084238259
FAF1,3.14E-05,2.58E-05
FAF2,0.003001674,5.81E-07
FAH,0.155538649,3.82E-06
FAHD1,0.607951122,1.44E-05
FAHD2A,1,4.06E-05
FAIM,0.404410094,1.21E-05
FAIM2,6.17E-07,0.000559376
FAM102A,0.027000167,0.000123615
FAM102B,1.17E-06,8.36E-08
FAM104B,1,0.000735961
FAM107A,1,1
FAM107B,0.000217277,3.31E-07
FAM110A,0.043054971,0.009002522
FAM110B,2.75E-05,6.49E-05
FAM111A,1,0.004102275
FAM114A1,0.005803239,0.000378203
FAM114A2,0.206236759,9.00E-10
FAM117A,0.093416551,0.090415397
FAM117B,0.008767013,0.000226155
FAM118A,0.035710042,0.000177303
FAM118B,0.01421387,0.001350222
FAM120A,0.000124375,7.06E-06
FAM120B,0.000123748,1.73E-05
FAM120C,0.048520465,0.283991209
FAM124A,0.216839569,0.006897786
FAM126A,0.019343951,0.037848272
FAM126B,0.00111848,0.000308357
FAM131A,0.004784836,0.000105757
FAM131B,0.000680359,0.000179636
FAM131C,0.15904576,1
FAM133B,0.012807345,0.000254326
FAM135A,0.025610725,0.000485375
FAM136A,0.000413464,1.70E-05
FAM13A,0.019040139,0.011280894
FAM13B,3.14E-06,0.000936306
FAM13C,0.005873188,0.000766255
FAM149A,0.14043331,0.000282074
FAM149B1,0.025945633,0.001047237
FAM151B,0.086952144,1
FAM156A,0.371159873,0.001472239
FAM161A,0.148314012,0.001683948
FAM161B,1,0.001913868
FAM162A,0.08422117,1.51E-09
FAM163A,0.942807924,1
FAM163B,1,0.054785894
FAM166A,1,1
FAM166B,1,1
FAM167A,1,0.011391107
FAM167B,0.251679826,1
FAM168A,1.75E-05,1.06E-05
FAM168B,2.00E-06,2.50E-06
FAM169A,0.000877708,0.000340632
FAM171A1,3.33E-06,3.44E-05
FAM171A2,0.000338907,0.431562234
FAM171B,2.45E-05,3.58E-07
FAM172A,9.68E-06,0.000319343
FAM174A,1.39E-08,1.11E-05
FAM174B,0.010315089,0.000157676
FAM177A1,1.73E-05,1
FAM178B,1,0.118744828
FAM180A,1,1
FAM181A,1,1
FAM181B,1,0.053397816
FAM183A,1,0.134222357
FAM184A,0.015934315,0.011802734
FAM184B,0.000598121,0.047727284
FAM185A,0.042523645,0.003623232
FAM186B,1,1
FAM187B,1,1
FAM189A1,0.000258371,1
FAM189A2,0.089680768,0.006963997
FAM189B,2.44E-07,5.44E-13
FAM193A,0.001126347,0.002524966
FAM193B,5.81E-05,0.010358704
FAM199X,5.26E-05,0.003842185
FAM204A,0.16212179,0.040975403
FAM209A,1,1
FAM209B,1,1
FAM20A,0.045795334,0.017846894
FAM20B,0.001177593,9.94E-05
FAM20C,5.83E-10,6.94E-05
FAM210A,0.034360803,0.021663358
FAM210B,0.507413414,0.003067801
FAM214A,0.030196573,0.015152636
FAM214B,0.035939149,0.00610963
FAM216A,0.070770752,0.000269044
FAM216B,1,1
FAM217B,0.000625994,0.013634673
FAM219A,1.70E-08,0.005295876
FAM219B,0.014059587,3.93E-05
FAM220A,0.005496997,0.17393875
FAM221A,0.953143884,0.205332785
FAM222A,0.167401092,0.268145278
FAM222B,0.000186783,0.000300181
FAM227A,0.24425765,1
FAM227B,0.507191669,1
FAM228A,1,1
FAM228B,0.01615086,1
FAM229A,1,1
FAM229B,0.503819832,0.002212501
FAM234A,0.177242338,1
FAM234B,0.054377384,1
FAM25C,1,1
FAM25G,1,1
FAM32A,0.038674954,4.83E-09
FAM3A,0.024396317,1.68E-05
FAM3C,0.006888572,3.60E-07
FAM43A,0.282487398,0.1106055
FAM43B,0.046513621,4.21E-05
FAM47E,1,1
FAM47E-STBD1,1,1
FAM50A,2.87E-09,1.24E-05
FAM53A,0.083042396,0.016803974
FAM53C,0.065911888,6.90E-07
FAM71A,1,1
FAM71E1,1,0.008536678
FAM72A,1,0.160379384
FAM72B,1,0.160379384
FAM72C,1,0.160379384
FAM72D,1,0.160379384
FAM76A,0.044344344,1.22E-05
FAM76B,0.161626321,0.009042356
FAM78A,0.628831482,1
FAM78B,0.022937029,0.000797852
FAM81A,0.004938294,0.003144896
FAM83D,0.062027161,0.027968469
FAM83E,1,1
FAM83F,1,1
FAM83H,0.222187952,0.020383636
FAM86B1,1,1
FAM89A,0.03308729,3.67E-07
FAM89B,0.012745097,0.005497304
FAM8A1,0.013707343,1
FAM91A1,0.01722281,1
FAM98A,0.359565555,1.77E-06
FAM98B,0.019092235,0.000613804
FAM98C,0.451172369,0.008196476
FAN1,0.049944512,1
FANCA,0.304862434,1
FANCB,1,0.054534487
FANCC,0.022099276,0.032004278
FANCD2,0.861205178,1
FANCD2OS,0.73479462,1
FANCE,1,0.000914079
FANCF,0.653210154,0.522912634
FANCG,1,0.000377058
FANCI,0.665981955,1
FANCL,0.003311194,0.005420914
FANCM,0.122686026,0.055761758
FANK1,0.014230192,0.005379086
FAP,1,1
FAR1,1.71E-05,6.08E-08
FAR2,0.132170707,0.002805409
FARP1,0.11336059,0.078918089
FARP2,0.008937428,0.161557232
FARS2,4.15E-05,0.000121673
FARSA,9.72E-06,2.85E-05
FARSB,0.002872354,2.42E-08
FAS,1,1
FASLG,1,1
FASN,2.38E-06,7.06E-06
FASTK,9.76E-10,5.53E-07
FASTKD1,0.077319203,0.000299878
FASTKD2,0.242604376,0.000437855
FASTKD3,1,0.000181206
FAT1,1,1
FAT3,0.092791563,0.142747736
FAT4,1,1
FATE1,1,1
FAU,0.005961153,8.90E-07
FAXC,0.002356362,0.032528208
FBF1,1,0.00613589
FBL,0.002548696,0.029704128
FBLIM1,0.345352972,1
FBLL1,3.01E-09,0.046224379
FBLN1,0.451238462,1
FBLN2,1,0.002476847
FBLN5,0.033618624,0.014105056
FBLN7,1,1
FBN1,0.133747696,1
FBN2,0.791367709,1
FBP1,1,0.037697455
FBP2,1,0.001049147
FBRS,0.301311084,0.006526753
FBRSL1,0.011261048,0.152423653
FBXL12,0.000390482,0.374220394
FBXL14,0.041897293,0.022268869
FBXL15,0.000263854,3.91E-05
FBXL16,8.83E-05,1.90E-05
FBXL17,5.67E-06,0.000650819
FBXL18,0.012942553,0.035656194
FBXL19,0.126067062,0.072774619
FBXL2,0.00017543,1.67E-08
FBXL20,0.000508288,0.000845476
FBXL22,1,1
FBXL3,0.035151265,3.56E-05
FBXL4,0.007859922,1.31E-05
FBXL5,0.008015535,1.25E-05
FBXL6,1,0.000268017
FBXL7,0.060647814,1
FBXL8,1,0.001089069
FBXO10,0.339226537,0.040019482
FBXO11,0.001100946,2.89E-06
FBXO15,1,1
FBXO16,0.004821166,0.00646255
FBXO17,0.331328119,0.076296208
FBXO2,3.80E-09,1.23E-12
FBXO21,0.000416038,1.75E-05
FBXO22,0.061196452,9.26E-08
FBXO25,0.029861876,2.62E-08
FBXO27,7.82E-06,0.001023587
FBXO28,0.004210121,0.000144464
FBXO3,0.030719978,2.89E-08
FBXO30,0.009676526,6.41E-05
FBXO31,0.085997173,3.03E-06
FBXO32,0.208906119,0.002890815
FBXO33,0.000171694,0.000528121
FBXO34,0.007790476,1.62E-05
FBXO36,0.036940128,0.000172103
FBXO38,0.033988025,1.06E-05
FBXO4,0.427752259,0.002347262
FBXO40,1,1
FBXO41,0.041437565,0.020605855
FBXO42,0.001825147,0.000281487
FBXO43,1,1
FBXO44,1.71E-06,2.39E-07
FBXO45,0.034428945,1.34E-05
FBXO46,0.037779642,0.051083884
FBXO47,1,1
FBXO48,1,1
FBXO5,1,1
FBXO6,1,2.93E-05
FBXO7,0.006651073,0.000232983
FBXO8,0.145559639,0.000138626
FBXO9,0.006241776,3.19E-09
FBXW10,1,1
FBXW11,1.45E-06,1.89E-07
FBXW12,1,1
FBXW2,0.056353001,8.81E-06
FBXW4,0.00161083,0.495215652
FBXW5,1.18E-06,9.35E-08
FBXW7,1.78E-05,2.46E-07
FBXW8,0.038974061,0.002013137
FBXW9,0.030503551,0.003911457
FCER1G,1,1
FCER2,1,1
FCGR1A,1,1
FCGR2A,1,1
FCGR2B,1,1
FCGR3A,1,1
FCGRT,1,0.009897681
FCHO1,0.1118047,0.004412742
FCHO2,0.007474705,0.000976824
FCHSD1,0.022193708,0.013751786
FCHSD2,1.15E-05,9.26E-05
FCMR,1,1
FCN1,1,1
FCRL1,1,1
FCRL2,1,1
FCRLB,1,1
FDFT1,5.44E-06,1.65E-11
FDPS,2.43E-05,7.69E-05
FDX1,0.045293411,0.000211901
FECH,0.185281411,0.00013078
FEM1A,0.057572053,0.000390612
FEM1B,0.012010962,1.86E-06
FEM1C,0.0463168,0.000950224
FER,0.00022815,0.113733449
FER1L5,1,1
FER1L6,0.429984126,1
FERMT2,0.000419057,1.90E-07
FERMT3,0.279057311,1
FES,1,1
FEV,1,1
FEZ1,0.000134616,3.12E-15
FEZ2,0.000964398,2.24E-06
FEZF2,1,1
FFAR2,1,1
FFAR4,0.579304403,1
FGD1,0.085304851,0.278072704
FGD2,1,1
FGD3,0.807540251,1
FGD4,0.008371133,0.00209194
FGD5,0.64964535,1
FGD6,0.028949981,0.021589723
FGF1,1.96E-06,9.72E-11
FGF10,0.791120426,1
FGF12,1.52E-06,6.15E-11
FGF13,0.000759907,3.63E-17
FGF14,0.000295718,1
FGF16,1,1
FGF17,1,1
FGF18,0.083748246,0.001168805
FGF19,1,1
FGF2,0.165079513,1
FGF20,1,1
FGF21,1,1
FGF22,0.073871808,1
FGF23,1,1
FGF5,0.01816246,0.046557653
FGF7,0.226822793,1
FGF9,0.029485297,0.002677837
FGFBP3,0.575524003,1
FGFR1,0.005478543,2.64E-05
FGFR1OP2,0.003739466,1.88E-08
FGFR2,1,1
FGFR3,1,1
FGFRL1,1,0.445978683
FGGY,0.012307131,0.001575822
FGL1,1,1
FGL2,1,1
FGR,1,1
FH,1,1.81E-06
FHAD1,0.426917801,1
FHDC1,0.124565983,0.067959502
FHIT,1.64E-07,0.000219274
FHL1,0.044597579,1
FHL2,0.034599794,0.344351676
FHL3,1,1
FHOD1,0.006015195,1
FHOD3,8.08E-06,0.049471309
FIBCD1,1,1
FIBIN,1,0.447512427
FIBP,0.006388301,1.66E-05
FICD,1,0.000391006
FIG4,0.366362976,3.92E-07
FIGLA,1,1
FIGN,0.03650833,0.071366504
FIGNL1,0.143374606,1
FILIP1,0.000169037,0.000854984
FILIP1L,0.132223022,1
FIS1,7.67E-07,1.70E-12
FITM2,0.003771752,6.46E-05
FIZ1,0.063944944,0.00052606
FJX1,0.101152388,0.371182071
FKBP10,1,1
FKBP14,0.57181811,8.12E-05
FKBP15,0.200469666,2.79E-05
FKBP1B,1.11E-06,9.19E-16
FKBP1C,1,7.77E-17
FKBP3,6.73E-05,4.01E-06
FKBP4,0.001110494,1.90E-12
FKBP5,0.048203635,0.003079685
FKBP6,1,1
FKBP7,1,0.000458331
FKBP8,6.13E-08,7.89E-12
FKBP9,0.00047039,0.007652314
FKBPL,1,0.00026027
FKRP,0.003867252,0.000199747
FKTN,0.118709723,1.46E-05
FLAD1,0.159473453,8.87E-05
FLI1,0.906820149,0.027687908
FLII,0.006479663,2.12E-06
FLNA,0.15197866,0.000805366
FLNB,0.082617175,0.047855236
FLNC,1,1
FLOT1,2.73E-09,3.68E-14
FLOT2,1.97E-06,2.12E-13
FLRT1,0.233466948,0.017983653
FLRT2,0.024370738,0.339916267
FLRT3,0.70098324,0.00010395
FLT1,0.985266839,1
FLT3,0.009825492,0.008517748
FLVCR1,0.001121425,1
FLYWCH1,0.001341993,2.27E-05
FLYWCH2,1.30E-05,3.40E-06
FMN1,5.09E-05,0.001700667
FMN2,0.001058109,0.00768673
FMNL1,0.026653942,0.000262442
FMNL2,1.26E-06,5.89E-05
FMNL3,0.550356159,1
FMO1,1,0.00304454
FMO2,1,1
FMO3,1,1
FMO4,1,1
FMO5,0.515590836,0.017203239
FMOD,1,1
FMR1,0.094123852,5.88E-05
FMR1NB,1,1
FN1,1,1
FN3K,0.110852629,0.022184837
FN3KRP,0.001215976,0.267707515
FNBP1,3.77E-08,9.43E-06
FNBP1L,7.79E-05,0.010889275
FNBP4,0.005963588,0.000331017
FNDC1,1,1
FNDC10,1.62E-10,1
FNDC3A,0.002305735,0.000232983
FNDC3B,0.013898693,0.007393034
FNDC4,0.000948904,7.03E-06
FNDC5,5.24E-05,5.90E-05
FNDC7,1,1
FNDC8,1,1
FNDC9,1,1
FNIP2,0.013056134,0.058416096
FNTA,0.85498936,4.88E-08
FNTB,0.543157417,9.37E-05
FOCAD,8.62E-06,0.044352361
FOLH1,1,0.003664331
FOLR1,1,1
FOLR2,1,1
FOLR3,1,1
FOS,0.311908329,5.29E-05
FOSB,1,0.098677671
FOSL1,1,1
FOSL2,0.173412369,0.008473724
FOXA3,1,1
FOXC1,1,1
FOXC2,1,1
FOXD1,1,1
FOXD2,1,1
FOXD3,1,0.436532452
FOXJ1,1,0.059756071
FOXJ2,0.144128696,0.002946108
FOXJ3,9.41E-07,0.000226637
FOXK1,0.000527908,0.071774144
FOXK2,5.18E-05,0.000578695
FOXL1,1,1
FOXM1,1,1
FOXN1,1,1
FOXN2,0.043013904,0.004703659
FOXN3,0.000621783,0.000114698
FOXO1,0.014660085,0.392668723
FOXO3,6.49E-05,0.034058234
FOXO4,1,1
FOXO6,0.147051772,1
FOXP1,0.005354424,0.003112645
FOXP2,0.184796759,1
FOXP4,1,0.06913788
FOXQ1,1,1
FOXR1,1,1
FOXRED1,0.015764605,0.000100767
FOXRED2,0.847087708,0.469651145
FOXS1,1,1
FPGS,1.02E-05,0.002741837
FPR1,1,1
FPR2,1,1
FRA10AC1,0.002407913,0.000175874
FRAS1,0.118423042,1
FRAT1,1,1
FRAT2,1,0.020204622
FREM1,0.140488337,1
FREM2,1,1
FRG1,0.010134239,3.62E-08
FRK,1,1
FRMD3,3.59E-06,1.37E-09
FRMD4A,3.09E-08,0.000285913
FRMD4B,8.38E-05,0.000592287
FRMD5,6.22E-05,0.137436759
FRMD6,0.125514926,0.070915905
FRMD7,1,1
FRMD8,3.00E-06,0.000158373
FRMPD1,1.62E-07,9.41E-07
FRMPD3,0.005452795,1
FRMPD4,0.011190372,0.023021455
FRRS1,1,1
FRRS1L,0.112488914,0.073471098
FRS2,0.009511923,0.000959018
FRS3,3.46E-07,0.012798864
FRY,2.59E-05,0.000132405
FRYL,0.005699618,0.000203216
FRZB,0.564273883,0.000426184
FSCN1,0.114469695,0.001709029
FSCN2,1,1
FSD1,0.000407087,1.66E-08
FSD1L,0.000224782,6.04E-06
FSD2,1,1
FSIP1,1,1
FST,1,0.175104131
FSTL1,0.00015515,2.63E-18
FSTL3,0.009313735,0.15061646
FSTL4,0.002274672,1
FSTL5,0.000100716,0.000711801
FTCD,1,1
FTH1,1.83E-10,4.63E-22
FTL,5.85E-07,0.067119177
FTO,0.002718805,3.10E-05
FTSJ1,0.455553011,0.000209418
FTSJ3,0.972308617,0.000602668
FUBP1,0.006690156,4.25E-05
FUBP3,0.000109457,0.000187125
FUCA1,0.124615778,1.10E-05
FUCA2,0.075957468,8.61E-07
FUNDC1,9.78E-06,9.07E-10
FUNDC2,0.373888826,6.40E-07
FUOM,0.677028865,0.02393802
FURIN,0.032693398,0.00662162
FUS,7.22E-06,0.000651442
FUT1,1,1
FUT10,0.103689881,0.445759915
FUT11,5.11E-05,0.000516369
FUT7,1,1
FUT8,0.000144834,3.41E-05
FUT9,1,1
FUZ,1,0.290465769
FXN,0.177920648,0.000511334
FXR1,6.40E-05,1.73E-07
FXR2,1.26E-07,3.24E-06
FXYD3,1,1
FXYD4,1,1
FXYD6-FXYD2,1,6.91E-20
FXYD7,3.67E-07,1.07E-15
FYCO1,1,0.299575071
FYN,0.000808024,0.000207382
FYTTD1,0.039890384,8.08E-07
FZD1,1,0.008080612
FZD2,1,1
FZD3,0.004834433,0.010388814
FZD4,0.377260828,1
FZD5,1,1
FZD6,0.460727794,1
FZD7,0.957720096,0.823021879
FZD8,0.381526846,1
FZD9,1,1
FZR1,5.38E-06,3.57E-06
G0S2,1,0.003363312
G2E3,0.330150775,0.007233666
G3BP1,0.021817984,7.96E-06
G3BP2,0.000660629,1.36E-10
G6PC3,0.038746243,1.71E-07
G6PD,0.174794352,0.500000579
GAA,0.001199252,2.42E-09
GAB1,0.009867543,0.000472899
GAB2,4.03E-07,0.00044444
GAB3,0.329254439,0.038842854
GABARAP,1,1.69E-16
GABARAPL1,3.15E-06,5.23E-16
GABARAPL2,0.000215657,1.94E-12
GABBR1,5.87E-06,2.93E-07
GABBR2,2.73E-05,5.79E-06
GABPA,0.057860513,0.004242341
GABPB1,0.000971352,0.001083143
GABPB2,0.030166018,1
GABRA2,0.03193334,1.67E-05
GABRA3,0.007746102,0.046571852
GABRA4,1,1
GABRA5,1,0.001913868
GABRB1,0.062306143,0.09063706
GABRB2,1,1
GABRB3,0.000524769,6.59E-05
GABRD,1,1
GABRE,1,1
GABRG1,1,0.037613541
GABRG2,0.272973984,1.63E-05
GABRG3,1.62E-05,1
GABRP,1,1
GABRR1,1,1
GABRR2,1,1
GABRR3,1,1
GAD1,1,1
GAD2,1,1
GADD45A,0.009453705,6.22E-05
GADD45B,0.076023427,8.28E-05
GADD45G,0.000178861,2.73E-08
GADD45GIP1,6.22E-05,0.004024559
GADL1,1,0.146777634
GAK,0.001168411,1.63E-06
GAL,0.000163405,1.06E-08
GAL3ST1,0.120878319,0.086771023
GAL3ST3,1,1
GAL3ST4,1,1
GALC,0.045320236,0.000986745
GALE,1,4.36E-06
GALK1,1,0.000345181
GALK2,0.009903706,6.98E-05
GALM,0.199319021,0.001231461
GALNS,0.141426548,0.03829511
GALNT1,0.000134952,6.25E-05
GALNT10,0.010942392,0.004388507
GALNT11,1.91E-06,5.87E-05
GALNT12,1,1
GALNT13,2.22E-06,8.88E-05
GALNT14,5.40E-05,2.07E-06
GALNT15,0.048497777,1
GALNT16,0.485452563,1
GALNT18,1.56E-06,6.09E-05
GALNT2,0.001751218,1
GALNT3,0.463750627,0.005243107
GALNT6,1,1
GALNT7,0.008805256,0.003341524
GALNT9,0.01692818,4.84E-05
GALNTL6,0.038223922,1
GALR1,1,0.020963711
GALT,1,0.000537269
GAMT,0.000848115,5.20E-06
GAN,0.001940128,0.001528162
GANAB,7.41E-05,6.73E-07
GANC,0.137110457,0.001514785
GAP43,6.15E-11,2.25E-14
GAPDH,3.61E-08,0.666670626
GAPDHS,1,1
GAPT,1,1
GAPVD1,0.010883489,2.77E-05
GAR1,0.021139133,0.00064215
GAREM1,0.001980824,1
GARNL3,0.008739782,3.32E-06
GART,0.033903775,0.000129755
GAS1,1,1
GAS2,0.005588256,0.000208522
GAS2L1,0.000754581,0.000314971
GAS2L2,1,1
GAS2L3,1,0.001441804
GAS6,4.50E-06,2.07E-07
GAS7,0.062027161,0.120008795
GAS8,0.101021785,0.00067772
GATA1,1,1
GATA2,1,1
GATA3,1,1
GATAD1,0.516241698,8.56E-07
GATAD2A,2.53E-06,1.61E-05
GATAD2B,0.000304895,0.000631764
GATB,1,0.52507412
GATC,0.034702642,2.39E-05
GATM,0.845367359,8.44E-08
GBA,1,3.40E-05
GBA2,0.071982212,0.000664019
GBE1,0.001141223,1.28E-05
GBF1,0.010942392,2.97E-05
GBP2,1,0.003667283
GBP4,0.052242242,0.006356204
GBP5,1,1
GBX1,1,1
GC,1,1
GCA,0.082652541,0.000372133
GCAT,6.56E-08,0.015864322
GCC1,0.559311682,0.004458414
GCC2,0.027946581,7.89E-06
GCDH,0.039277532,8.04E-05
GCFC2,0.15256723,1
GCGR,1,1
GCH1,0.000309236,0.00662162
GCHFR,6.33E-06,0.113062615
GCK,1,1
GCLC,0.010573781,1.55E-05
GCLM,0.000252641,1.62E-06
GCM1,1,1
GCM2,1,1
GCN1,0.02020307,1
GCNT1,0.252396394,1
GCNT2,0.005741646,3.32E-12
GCNT4,0.253475786,1
GCNT7,1,1
GCSAM,1,1
GCSH,0.710074278,1.25E-09
GDA,1,0.003106139
GDAP1,0.000692223,1.75E-07
GDAP1L1,0.001694997,2.94E-08
GDAP2,0.047241272,6.04E-05
GDE1,0.003924361,3.00E-11
GDF10,1,1
GDF11,0.018212547,0.049020187
GDF15,0.860955824,1
GDF3,1,1
GDF5,1,1
GDF9,1,1
GDI1,5.19E-09,1.48E-14
GDI2,4.67E-05,8.67E-12
GDPD1,0.017463438,9.84E-08
GDPD2,1,0.32432392
GDPD3,0.001718704,0.00011084
GDPD5,0.000263619,1.72E-05
GDPGP1,0.378516132,0.0117558
GEM,1,0.028303365
GEMIN2,0.01240148,0.008825831
GEMIN4,1,1
GEMIN5,0.048248791,0.000387086
GEMIN6,1,0.000394565
GEMIN8,1,0.003667283
GEN1,1,1
GET4,1,1.84E-05
GFAP,1,1
GFER,0.002947255,6.48E-05
GFI1B,1,1
GFM1,0.207071802,0.000411876
GFM2,0.00479802,0.000888199
GFOD1,3.87E-06,0.000866198
GFOD2,0.000512367,0.000245638
GFPT1,0.000117166,0.000788919
GFPT2,1,1
GFRA1,0.000212702,5.66E-05
GFRA2,0.003325191,5.39E-08
GFRA3,2.88E-05,1.81E-08
GFRAL,1,1
GGA1,0.007271731,2.53E-05
